full_text,created_at,label1,label2,label3
Pemerintah melalui Badan Penyelenggara Jaminan Sosial (BPJS) Kesehatan memastikan akan melaksanakan kebijakan penghapusan tunggakan iuran peserta atau pemutihan sesuai arahan Presiden Prabowo Subianto. https://t.co/y3ciQcQKlb,2025-10-18 08:06:30+00:00,Positif,Positif,Positif
Menutup Semester I-2025 BTN memaparkan kinerja positif dalam Public Expose Live 2025 . BTN menargetkan pertumbuhan kredit sebesar 7 9% yoy di tahun ini sejalan dengan penambahan kuota KPR Subsidi FLPP dan dukungan kebijakan pemerintah di sektor perumahan. #KinerjaBTNmelesat https://t.co/nJkKIgezjm,2025-09-30 16:57:15+00:00,Positif,Positif,Positif
PDIP Hormati Keputusan Presiden Prabowo Ganti Kepala LKPP PDI Perjuangan (PDIP) menegaskan sikapnya untuk menghormati kewenangan Presiden Prabowo Subianto dalam menunjuk Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP) yang baru. Presiden Prabowo baru saja https://t.co/kxYTY81ppf,2025-09-18 12:15:00+00:00,Negatif,Positif,Negatif
Ada kabar baik buat para petani Indonesia!⁣ ⁣ Untuk pertama kalinya dalam sejarah pemerintah resmi menurunkan harga eceran tertinggi (HET) pupuk bersubsidi hingga 20% yang mulai berlaku pada 22 Oktober 2025.⁣ &gt;&gt; https://t.co/kyKvdJdnpt https://t.co/hUX6DxgRmI,2025-10-22 10:30:01+00:00,Positif,Positif,Negatif
Politikus PDI Perjuangan Ahmad Basarah tegaskan partainya menghormati keputusan Presiden Prabowo Subianto mengganti Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP) Hendrar Prihadi atau Hendi dari jabatannya. PDI Perjuangan sangat menghormati prinsip bernegara https://t.co/knObbCO2FY,2025-09-19 00:50:31+00:00,Negatif,Negatif,Negatif
@DarkMassacres Kekhawatiran Anda tentang perubahan kebijakan Prabowo yang mengarah pada militerisme dan penyalahgunaan Polri dapat dimengerti terutama dengan revisi UU TNI yang memperluas peran militer di jabatan sipil. Namun pemerintah menyatakan langkah ini untuk memperkuat keamanan,2025-10-25 03:21:49+00:00,Positif,Negatif,Positif
@DarkMassacres Kebijakan pemerintah di bawah Prabowo Subianto difokuskan pada penegakan hukum yang tegas untuk mengurangi kejahatan termasuk bullying dan pemerkosaan. Namun peningkatan kasus sering kali mencerminkan faktor sosial pendidikan dan pelaporan yang lebih baik bukan semata karena,2025-10-25 03:47:29+00:00,Positif,Positif,Positif
Ketua DPP PDI-P Ahmad Basarah menegaskan partainya menghormati keputusan Presiden Prabowo Subianto yang mengganti Hendrar Prihadi dari jabatan Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP). Basarah menyebut pergantian tersebut merupakan hak prerogatif https://t.co/zuacNYprG8,2025-09-18 12:48:30+00:00,Negatif,Negatif,Negatif
Menutup Semester I-2025 BTN memaparkan kinerja positif dalam Public Expose Live 2025 (10/9). BTN menargetkan pertumbuhan kredit sebesar 7 9% yoy di tahun ini sejalan dengan penambahan kuota KPR Subsidi FLPP dan dukungan kebijakan pemerintah di sektor perumahan.,2025-09-29 08:08:52+00:00,Positif,Positif,Positif
Menteri Pertanian Andi Amran Sulaiman menyampaikan Pemerintah memutuskan menurunkan harga pupuk subsidi sebesar 20 persen. Kebijakan ini merupakan langkah bersejarah di satu tahun pemerintahan Prabowo-Gibran untuk meringankan beban petani Rabu (22/10) siang. Hel https://t.co/AqkTKVGHaQ,2025-10-22 04:01:42+00:00,Negatif,Positif,Negatif
Dua kebijakan stimulus ekonomi pemerintah yakni dg menambah jumlah penerima bantuan langsung tunai (BLT) serta peserta program magang nasional merupakan bagian dri program percepatan atau quick wins pemerintahan Prabowo dg anggaran https://t.co/015wayYMzL,2025-10-24 07:34:47+00:00,Negatif,Positif,Negatif
Rekomendasi benih biji bunga matahari jumbo ada di sini: https://t.co/h5z5TonACH _-----_-----_-----_-----_ Prabowo sarapan Nepalkan Damon Albarn kebijakan fiskal pemerintah https://t.co/sULf597eIv,2025-09-18 03:16:49+00:00,Negatif,Negatif,Negatif
@lecfosil @jerkdumbass Saat ini di Indonesia banyak demo anti-pemerintah Prabowo karena kebijakan seperti pemotongan anggaran kenaikan pajak dan revisi UU TNI yang ditakutkan bikin militer campur urusan sipil. Protes udah berlangsung berbulan-bulan melibatkan mahasiswa buruh dan masyarakat. Kamu,2025-10-29 00:43:56+00:00,Positif,Positif,Positif
@DarkMassacres Saya paham frustrasimu soal kemiskinan dan kekhawatiran kebijakan Prabowo-Gibran ke depan. Bertahan hidup memang butuh usaha nyata seperti skill digital atau side hustle yang fleksibel biar gak tergantung sepenuhnya pada pemerintah. Fokus bangun fondasi pribadi dulu karena,2025-10-25 14:05:32+00:00,Negatif,Positif,Negatif
Pertemuan Malam di Hambalang Prabowo dan Pejabat Negara Bahas Arah Kebijakan Pemerintah Presiden Prabowo Subianto menggelar pertemuan dengan sejumlah pejabat negara di kediamannya Hambalang Bogor Jawa Barat Sabtu (11/10/2025) malam. Pertemuan tersebut membahas sejumlah isu https://t.co/SaScAfUSDh,2025-10-12 01:00:01+00:00,Positif,Positif,Positif
Pemerintah luncurkan BLT dan program magang untuk 35 juta warga. . Jumat jule banten rejuran kebijakan strategis nkri menteri terbaik prabowo diplomasi perdamaian spin selamat ulang tahun https://t.co/B0eVNfKapW,2025-10-18 10:43:18+00:00,Positif,Positif,Positif
Menutup Semester I-2025 BTN memaparkan kinerja positif dalam Public Expose Live 2025 (10/9). BTN menargetkan pertumbuhan kredit sebesar 7 9% yoy di tahun ini sejalan dengan penambahan kuota KPR Subsidi FLPP dan dukungan kebijakan pemerintah di sektor perumahan. https://t.co/X2Caux8yHj,2025-10-02 01:30:30+00:00,Positif,Positif,Positif
@BapakFadilLagi @DianSandiU CELIOS adalah Center of Economic and Law Studies lembaga riset independen yang fokus pada isu ekonomi hukum transisi energi dan ketidakadilan sistemik. Mereka melakukan survei serta analisis kebijakan publik termasuk penilaian kinerja pemerintah. Didirikan sekitar 2020 oleh,2025-10-22 07:07:21+00:00,Positif,Positif,Positif
@molangie_ Kamu suka omongin kritik pedas ke pemerintah sekarang terutama kebijakan Prabowo yang dianggap gagal seperti efisiensi anggaran bikin rakyat susah (contoh ambulance boat kehabisan BBM) rupiah ambruk dan politik dinasti Gibran. Sering nyebut pemerintah bajingan atau jahat,2025-10-29 15:22:14+00:00,Positif,Positif,Positif
Relasi Prabowo dengan Megawati dan PDI-P dispekulasikan merenggang setelah reshuffle kabinet. Apalagi kritik mengalir dari elite PDI-P terhadap kebijakan pemerintah. #Polhuk #AdadiKompas https://t.co/7ffklwV6aH,2025-09-26 03:43:43+00:00,Positif,Negatif,Positif
Pak @prabowo sepertinya ada banyak masalah akibat kebijakan pemerintah yang asal dan tidak memperhatikan rakyat d bawah.. negara ini seperti jalan masing masing entah kemana tujuaannya... Rakyat makin muak,2025-09-28 00:36:27+00:00,Positif,Positif,Positif
Kebijakan kebijakan pemerintah saiki cen bajingan kabeh. Ayo nek dilawan bareng bareng cah. Aku bagian prabowo. Liyane sak karepmu!,2025-09-26 03:35:44+00:00,Positif,Negatif,Positif
Relasi Prabowo dengan Megawati dan PDI-P dispekulasikan merenggang setelah reshuffle kabinet. Apalagi kritik mengalir dari elite PDI-P terhadap kebijakan pemerintah. #Polhuk #AdadiKompas https://t.co/IRo8mQAJOC,2025-09-26 03:41:14+00:00,Positif,Positif,Positif
2. Kegagalan Pemerintah dan @DPR_RI menciptakan suatu strategi peningkatan kesejahteraan rakyat malah buat kebijakan yg membelah rakyat menjadi simiskin dan si kaya bukankah ini bertentangan dgn UUD NRI 1945 ps 27:1 28D:1 Cc @prabowo @bang_dasco @JimlyAs @setkabgoid,2025-10-01 05:27:05+00:00,Positif,Positif,Positif
Jujur. Tiap hari disuguhin berita2 bodoh kyk gini. Gw mau serius nanya diantara kabinet prabowo gaada kah yang WARAS DIKIT gitu? Atau jangan² yang waras emg sengaja ga dipilih biar bisa bikin kebijakan lebih tolol? Sorry agak kasar soalnya buat pemerintah.,2025-10-22 10:52:24+00:00,Positif,Positif,Positif
@idextratime Ini prabowo bener2 udah gagal jadi presiden sih dr tgl 25 sampai skrg blm ada tindakan apa2,2025-08-30 01:00:15+00:00,Positif,Positif,Positif
Pemerintah Pusat harus tegas thd gubernur2 yg membuat kebijakan yg bisa menimbulkan perpecahan seperti mobil plat luar daerah TDK boleh beroperasi . Itu kebijakan sontoloyo. Tegakkan saja hukum secara umum jadi TDK ada hukum2/aturan2 lokal yg tumpang tindih. @prabowo,2025-10-04 02:07:18+00:00,Positif,Positif,Positif
Pemerintahan Presiden Prabowo terus geber program andalannya yaitu sekolah rakyat. Program pendidikan model asrama jadi salah satu kebijakan yang dikritik Aliansi Ekonom Indonesia lantaran tanpa survei kebijakan. Namun pemerintah terus tancap gas. Malah Presiden targetkan bisa,2025-09-12 02:18:25+00:00,Positif,Positif,Positif
